Experiment,Primed.as,Primed,Temp,Date of death,Censor
bloodfed.survival.bigger.group,Not.primed,N,27,26,1
bloodfed.survival.bigger.group,Not.primed,N,27,26,1
bloodfed.survival.bigger.group,Not.primed,N,27,26,1
bloodfed.survival.bigger.group,Not.primed,N,27,26,1
bloodfed.survival.bigger.group,Not.primed,N,27,26,1
bloodfed.survival.bigger.group,Not.primed,N,27,26,1
bloodfed.survival.bigger.group,Not.primed,N,27,23,0
bloodfed.survival.bigger.group,Not.primed,N,27,23,0
bloodfed.survival.bigger.group,Not.primed,N,27,23,1
bloodfed.survival.bigger.group,Not.primed,N,27,23,1
bloodfed.survival.bigger.group,Not.primed,N,27,23,1
bloodfed.survival.bigger.group,Not.primed,N,27,23,1
bloodfed.survival.bigger.group,Not.primed,N,27,23,1
bloodfed.survival.bigger.group,Not.primed,N,27,21,1
bloodfed.survival.bigger.group,Not.primed,N,27,21,1
bloodfed.survival.bigger.group,Not.primed,N,27,21,1
bloodfed.survival.bigger.group,Not.primed,N,27,21,1
bloodfed.survival.bigger.group,Not.primed,N,27,21,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,19,1
bloodfed.survival.bigger.group,Not.primed,N,27,16,1
bloodfed.survival.bigger.group,Not.primed,N,27,16,1
bloodfed.survival.bigger.group,Not.primed,N,27,16,1
bloodfed.survival.bigger.group,Not.primed,N,27,15,1
bloodfed.survival.bigger.group,Not.primed,N,27,15,1
bloodfed.survival.bigger.group,Not.primed,N,27,15,1
bloodfed.survival.bigger.group,Not.primed,N,27,15,1
bloodfed.survival.bigger.group,Not.primed,N,27,15,1
bloodfed.survival.bigger.group,Not.primed,N,27,15,1
bloodfed.survival.bigger.group,Not.primed,N,27,13,1
bloodfed.survival.bigger.group,Not.primed,N,27,11,1
bloodfed.survival.bigger.group,Not.primed,N,27,10,1
bloodfed.survival.bigger.group,Not.primed,N,27,9,1
bloodfed.survival.bigger.group,Not.primed,N,27,9,1
bloodfed.survival.nof9,Not.primed,N,18,68,1
bloodfed.survival.nof9,Not.primed,N,18,53,1
bloodfed.survival.nof9,Not.primed,N,18,43,1
bloodfed.survival.nof9,Not.primed,N,18,33,1
bloodfed.survival.nof9,Not.primed,N,18,32,1
bloodfed.survival.nof9,Not.primed,N,18,30,1
bloodfed.survival.nof9,Not.primed,N,18,30,1
bloodfed.survival.nof9,Not.primed,N,18,18,1
bloodfed.survival.nof9,Not.primed,N,18,20,1
bloodfed.survival.nof9,Not.primed,N,27,14,1
bloodfed.survival.nof9,Not.primed,N,27,14,1
bloodfed.survival.nof9,Not.primed,N,27,14,1
bloodfed.survival.nof9,Not.primed,N,27,16,1
bloodfed.survival.nof9,Not.primed,N,27,16,1
bloodfed.survival.nof9,Not.primed,N,27,20,1
bloodfed.survival.nof9,Not.primed,N,27,20,1
bloodfed.survival.nof9,Not.primed,N,27,24,1
bloodfed.survival.nof9,Not.primed,N,27,24,1
nonbloodfed.survival,Not.primed,N,18,51,1
nonbloodfed.survival,Not.primed,N,18,49,1
nonbloodfed.survival,Not.primed,N,18,49,1
nonbloodfed.survival,Not.primed,N,18,47,1
nonbloodfed.survival,Not.primed,N,18,45,1
nonbloodfed.survival,Not.primed,N,18,45,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,43,1
nonbloodfed.survival,Not.primed,N,18,40,1
nonbloodfed.survival,Not.primed,N,18,40,1
nonbloodfed.survival,Not.primed,N,18,32,1
nonbloodfed.survival,Not.primed,N,18,32,1
nonbloodfed.survival,Not.primed,N,18,26,1
nonbloodfed.survival,Not.primed,N,18,26,1
nonbloodfed.survival,Not.primed,N,18,24,1
nonbloodfed.survival,Not.primed,N,18,24,1
nonbloodfed.survival,Not.primed,N,18,24,1
nonbloodfed.survival,Not.primed,N,18,20,1
nonbloodfed.survival,Not.primed,N,18,20,1
nonbloodfed.survival,Not.primed,N,18,20,1
nonbloodfed.survival,Not.primed,N,18,18,1
nonbloodfed.survival,Not.primed,N,18,16,1
nonbloodfed.survival,Not.primed,N,18,2,1
nonbloodfed.survival,Not.primed,N,18,4,1
nonbloodfed.survival,Not.primed,N,18,12,1
nonbloodfed.survival,Not.primed,N,27,23,1
nonbloodfed.survival,Not.primed,N,27,20,1
nonbloodfed.survival,Not.primed,N,27,20,1
nonbloodfed.survival,Not.primed,N,27,18,1
nonbloodfed.survival,Not.primed,N,27,18,1
nonbloodfed.survival,Not.primed,N,27,18,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,16,1
nonbloodfed.survival,Not.primed,N,27,2,1
nonbloodfed.survival,Not.primed,N,27,2,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,4,1
nonbloodfed.survival,Not.primed,N,27,7,1
nonbloodfed.survival,Not.primed,N,27,7,1
nonbloodfed.survival,Not.primed,N,27,7,1
nonbloodfed.survival,Not.primed,N,27,8,1
nonbloodfed.survival,Not.primed,N,27,10,1
nonbloodfed.survival,Not.primed,N,27,12,1
nonbloodfed.survival,Not.primed,N,27,14,1
pupae.primed,Pupae,Y,18,53,1
pupae.primed,Pupae,Y,18,51,1
pupae.primed,Pupae,Y,18,51,1
pupae.primed,Pupae,Y,18,51,1
pupae.primed,Pupae,Y,18,49,1
pupae.primed,Pupae,Y,18,47,1
pupae.primed,Pupae,Y,18,40,1
pupae.primed,Pupae,Y,18,38,1
pupae.primed,Pupae,Y,18,38,1
pupae.primed,Pupae,Y,18,16,1
pupae.primed,Pupae,Y,18,14,1
pupae.primed,Pupae,Y,18,12,1
pupae.primed,Pupae,Y,18,10,1
pupae.primed,Pupae,Y,18,7,1
pupae.primed,Pupae,Y,18,7,1
pupae.primed,Pupae,Y,18,7,1
pupae.primed,Pupae,Y,18,4,1
pupae.primed,Pupae,Y,18,4,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,2,1
pupae.primed,Pupae,Y,18,0,1
pupae.primed,Pupae,Y,27,36,1
pupae.primed,Pupae,Y,27,26,1
pupae.primed,Pupae,Y,27,25,1
pupae.primed,Pupae,Y,27,25,1
pupae.primed,Pupae,Y,27,23,1
pupae.primed,Pupae,Y,27,20,1
pupae.primed,Pupae,Y,27,20,1
pupae.primed,Pupae,Y,27,20,1
pupae.primed,Pupae,Y,27,18,1
pupae.primed,Pupae,Y,27,18,1
pupae.primed,Pupae,Y,27,16,1
pupae.primed,Pupae,Y,27,16,1
pupae.primed,Pupae,Y,27,16,1
pupae.primed,Pupae,Y,27,16,1
pupae.primed,Pupae,Y,27,14,1
pupae.primed,Pupae,Y,27,14,1
pupae.primed,Pupae,Y,27,10,1
pupae.primed,Pupae,Y,27,10,1
pupae.primed,Pupae,Y,27,7,1
pupae.primed,Pupae,Y,27,7,1
pupae.primed,Pupae,Y,27,7,1
pupae.primed,Pupae,Y,27,4,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,2,1
pupae.primed,Pupae,Y,27,0,1
SEasL1.exp.1,L1,Y,SE,13,1
SEasL1.exp.1,L1,Y,SE,20,1
SEasL1.exp.1,L1,Y,SE,20,1
SEasL1.exp.1,L1,Y,SE,25,1
SEasL1.exp.1,L1,Y,SE,28,1
SEasL1.exp.1,L1,Y,SE,28,1
SEasL1.exp.1,L1,Y,SE,35,1
SEasL1.exp.1,L1,Y,SE,35,1
SEasL1.exp.1,L1,Y,SE,35,1
SEasL1.exp.1,L1,Y,SE,37,1
SEasL1.exp.1,L1,Y,27,21,1
SEasL1.exp.1,L1,Y,27,25,1
SEasL1.exp.1,L1,Y,27,31,1
SEasL1.exp.1,L1,Y,27,31,1
SEasL1.exp.1,L1,Y,27,35,1
SEasL1.exp.1,L1,Y,27,35,1
SEasL1.exp.1,L1,Y,27,35,1
SEasL1.exp.1,L1,Y,27,37,1
SEasL1.exp.1,L1,Y,27,44,1
SEasL1.exp.1,L1,Y,22,44,1
SEasL1.exp.1,L1,Y,22,46,1
SEasL1.exp.1,L1,Y,22,46,1
SEasL1.exp.1,L1,Y,22,48,1
SEasL1.exp.1,L1,Y,22,49,1
SEasL1.exp.1,L1,Y,22,52,1
SEasL1.exp.1,L1,Y,22,58,1
SEasL1.exp.1,L1,Y,22,59,1
SEasL1.exp.1,L1,Y,22,72,1
SEasL1.exp.1,L1,Y,18,11,1
SEasL1.exp.1,L1,Y,18,54,1
SEasL1.exp.1,L1,Y,18,54,1
SEasL1.exp.1,L1,Y,18,63,1
SEasL1.exp.1,L1,Y,18,72,1
SEasL1.exp.1,L1,Y,18,80,1
SEasL1.exp.1,L1,Y,18,82,1
SEasL1.exp.1,L1,Y,18,84,1
SEasL1.exp.1,L1,Y,18,89,1
SEasL1.exp.1,L1,Y,18,102,1
SEasL1.half.exp.with.just.18C,L1,Y,18,8,1
SEasL1.half.exp.with.just.18C,L1,Y,18,13,1
SEasL1.half.exp.with.just.18C,L1,Y,18,42,1
SEasL1.half.exp.with.just.18C,L1,Y,18,48,1
SEasL1.half.exp.with.just.18C,L1,Y,18,49,1
SEasL1.half.exp.with.just.18C,L1,Y,18,50,1
SEasL1.half.exp.with.just.18C,L1,Y,18,53,1
SEasL1.half.exp.with.just.18C,L1,Y,18,53,1
SEasL1.half.exp.with.just.18C,L1,Y,18,53,1
SEasL1.half.exp.with.just.18C,L1,Y,18,54,1
SEasL1.half.exp.with.just.18C,L1,Y,18,58,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,15,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,26,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,26,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,27,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,28,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,30,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,32,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,42,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,43,1
SEasL1.half.exp.with.just.18C,L1,Y,18.male,58,1
SEasL1.exp.2,L1,Y,27,7,1
SEasL1.exp.2,L1,Y,27,17,1
SEasL1.exp.2,L1,Y,27,23,1
SEasL1.exp.2,L1,Y,27,26,1
SEasL1.exp.2,L1,Y,27,26,1
SEasL1.exp.2,L1,Y,27,27,0
SEasL1.exp.2,L1,Y,27,27,1
SEasL1.exp.2,L1,Y,27,27,1
SEasL1.exp.2,L1,Y,27,30,1
SEasL1.exp.2,L1,Y,27,30,1
SEasL1.exp.2,L1,Y,27,30,1
SEasL1.exp.2,L1,Y,27,33,1
SEasL1.exp.2,L1,Y,27,38,1
SEasL1.exp.2,L1,Y,SE,17,1
SEasL1.exp.2,L1,Y,SE,20,1
SEasL1.exp.2,L1,Y,SE,23,1
SEasL1.exp.2,L1,Y,SE,23,1
SEasL1.exp.2,L1,Y,SE,27,1
SEasL1.exp.2,L1,Y,SE,30,1
SEasL1.exp.2,L1,Y,SE,31,1
SEasL1.exp.2,L1,Y,SE,32,1
SEasL1.exp.2,L1,Y,SE,33,1
SEasL1.exp.2,L1,Y,SE,35,1
SEasL1.exp.2,L1,Y,SE,44,1
SEasL1.exp.2,L1,Y,SE,45,1
SEasL1.exp.2,L1,Y,SE,47,1
SEasL1.exp.2,L1,Y,22,12,1
SEasL1.exp.2,L1,Y,22,12,1
SEasL1.exp.2,L1,Y,22,31,1
SEasL1.exp.2,L1,Y,22,33,1
SEasL1.exp.2,L1,Y,22,38,1
SEasL1.exp.2,L1,Y,22,44,1
SEasL1.exp.2,L1,Y,22,53,1
SEasL1.exp.2,L1,Y,22,54,1
SEasL1.exp.2,L1,Y,22,56,1
SEasL1.exp.2,L1,Y,22,58,1
SEasL1.exp.2,L1,Y,22,58,1
SEasL1.exp.2,L1,Y,22,74,1
SEasL1.exp.2,L1,Y,22,89,1
SEasL1.exp.2,L1,Y,18,17,1
SEasL1.exp.2,L1,Y,18,18,1
SEasL1.exp.2,L1,Y,18,40,1
SEasL1.exp.2,L1,Y,18,40,1
SEasL1.exp.2,L1,Y,18,49,1
SEasL1.exp.2,L1,Y,18,51,1
SEasL1.exp.2,L1,Y,18,58,1
SEasL1.exp.2,L1,Y,18,58,1
SEasL1.exp.2,L1,Y,18,63,1
SEasL1.exp.2,L1,Y,18,66,1
SEasL1.exp.2,L1,Y,18,67,1
SEasL1.exp.2,L1,Y,18,73,1
SEasL1.exp.2,L1,Y,18,75,1
SEasL1.exp.3,L1,Y,27,11,1
SEasL1.exp.3,L1,Y,27,13,1
SEasL1.exp.3,L1,Y,27,17,1
SEasL1.exp.3,L1,Y,27,17,1
SEasL1.exp.3,L1,Y,27,17,1
SEasL1.exp.3,L1,Y,27,17,1
SEasL1.exp.3,L1,Y,27,18,1
SEasL1.exp.3,L1,Y,27,19,1
SEasL1.exp.3,L1,Y,27,19,1
SEasL1.exp.3,L1,Y,27,20,1
SEasL1.exp.3,L1,Y,27,20,1
SEasL1.exp.3,L1,Y,27,21,1
SEasL1.exp.3,L1,Y,27,21,1
SEasL1.exp.3,L1,Y,27,23,1
SEasL1.exp.3,L1,Y,27,24,1
SEasL1.exp.3,L1,Y,27,27,1
SEasL1.exp.3,L1,Y,27,28,1
SEasL1.exp.3,L1,Y,27,31,1
SEasL1.exp.3,L1,Y,27,32,1
SEasL1.exp.3,L1,Y,27,35,1
SEasL1.exp.3,L1,Y,SE,11,1
SEasL1.exp.3,L1,Y,SE,20,1
SEasL1.exp.3,L1,Y,SE,20,1
SEasL1.exp.3,L1,Y,SE,20,1
SEasL1.exp.3,L1,Y,SE,24,1
SEasL1.exp.3,L1,Y,SE,24,1
SEasL1.exp.3,L1,Y,SE,24,1
SEasL1.exp.3,L1,Y,SE,25,1
SEasL1.exp.3,L1,Y,SE,25,1
SEasL1.exp.3,L1,Y,SE,25,1
SEasL1.exp.3,L1,Y,SE,25,1
SEasL1.exp.3,L1,Y,SE,27,1
SEasL1.exp.3,L1,Y,SE,27,1
SEasL1.exp.3,L1,Y,SE,28,1
SEasL1.exp.3,L1,Y,SE,28,1
SEasL1.exp.3,L1,Y,SE,30,1
SEasL1.exp.3,L1,Y,SE,31,1
SEasL1.exp.3,L1,Y,SE,39,1
SEasL1.exp.3,L1,Y,SE,46,1
SEasL1.exp.3,L1,Y,SE,52,1
SEasL1.exp.3,L1,Y,22,17,1
SEasL1.exp.3,L1,Y,22,18,1
SEasL1.exp.3,L1,Y,22,28,1
SEasL1.exp.3,L1,Y,22,30,1
SEasL1.exp.3,L1,Y,22,31,1
SEasL1.exp.3,L1,Y,22,32,1
SEasL1.exp.3,L1,Y,22,33,1
SEasL1.exp.3,L1,Y,22,39,1
SEasL1.exp.3,L1,Y,22,39,1
SEasL1.exp.3,L1,Y,22,39,1
SEasL1.exp.3,L1,Y,22,41,1
SEasL1.exp.3,L1,Y,22,41,1
SEasL1.exp.3,L1,Y,22,44,1
SEasL1.exp.3,L1,Y,22,49,1
SEasL1.exp.3,L1,Y,22,51,1
SEasL1.exp.3,L1,Y,22,52,1
SEasL1.exp.3,L1,Y,22,54,1
SEasL1.exp.3,L1,Y,22,60,1
SEasL1.exp.3,L1,Y,22,68,1
SEasL1.exp.3,L1,Y,22,76,1
SEasL1.exp.3,L1,Y,18,11,1
SEasL1.exp.3,L1,Y,18,17,1
SEasL1.exp.3,L1,Y,18,18,1
SEasL1.exp.3,L1,Y,18,28,1
SEasL1.exp.3,L1,Y,18,30,1
SEasL1.exp.3,L1,Y,18,30,1
SEasL1.exp.3,L1,Y,18,30,1
SEasL1.exp.3,L1,Y,18,31,0
SEasL1.exp.3,L1,Y,18,31,0
SEasL1.exp.3,L1,Y,18,32,1
SEasL1.exp.3,L1,Y,18,33,1
SEasL1.exp.3,L1,Y,18,38,1
SEasL1.exp.3,L1,Y,18,38,1
SEasL1.exp.3,L1,Y,18,38,1
SEasL1.exp.3,L1,Y,18,39,1
SEasL1.exp.3,L1,Y,18,39,1
SEasL1.exp.3,L1,Y,18,39,1
SEasL1.exp.3,L1,Y,18,58,1
SEasL1.exp.3,L1,Y,18,63,1
SEasL1.exp.3,L1,Y,18,66,1
F1inSE.exp.1,F1,Y,27,14,1
F1inSE.exp.1,F1,Y,27,18,1
F1inSE.exp.1,F1,Y,27,21,1
F1inSE.exp.1,F1,Y,27,22,1
F1inSE.exp.1,F1,Y,27,27,1
F1inSE.exp.1,F1,Y,SE,8,1
F1inSE.exp.1,F1,Y,SE,33,1
F1inSE.exp.1,F1,Y,SE,37,1
F1inSE.exp.1,F1,Y,SE,41,1
F1inSE.exp.1,F1,Y,SE,42,1
F1inSE.exp.1,F1,Y,22,27,1
F1inSE.exp.1,F1,Y,22,57,1
F1inSE.exp.1,F1,Y,22,61,1
F1inSE.exp.1,F1,Y,22,62,1
F1inSE.exp.1,F1,Y,22,70,1
F1inSE.exp.1,F1,Y,18,9,1
F1inSE.exp.1,F1,Y,18,49,1
F1inSE.exp.1,F1,Y,18,54,1
F1inSE.exp.1,F1,Y,18,68,1
F1inSE.exp.1,F1,Y,18,83,1
F1inSE.exp.2,F1,Y,27,9,1
F1inSE.exp.2,F1,Y,27,9,1
F1inSE.exp.2,F1,Y,27,13,1
F1inSE.exp.2,F1,Y,27,14,1
F1inSE.exp.2,F1,Y,27,16,1
F1inSE.exp.2,F1,Y,27,19,1
F1inSE.exp.2,F1,Y,27,19,1
F1inSE.exp.2,F1,Y,27,19,1
F1inSE.exp.2,F1,Y,27,20,1
F1inSE.exp.2,F1,Y,27,20,1
F1inSE.exp.2,F1,Y,27,24,1
F1inSE.exp.2,F1,Y,27,24,1
F1inSE.exp.2,F1,Y,27,24,1
F1inSE.exp.2,F1,Y,27,27,1
F1inSE.exp.2,F1,Y,27,27,1
F1inSE.exp.2,F1,Y,27,27,1
F1inSE.exp.2,F1,Y,27,27,1
F1inSE.exp.2,F1,Y,27,29,1
F1inSE.exp.2,F1,Y,27,31,1
F1inSE.exp.2,F1,Y,27,31,1
F1inSE.exp.2,F1,Y,27,31,0
F1inSE.exp.2,F1,Y,27,33,1
F1inSE.exp.2,F1,Y,27,35,1
F1inSE.exp.2,F1,Y,SE,9,1
F1inSE.exp.2,F1,Y,SE,13,1
F1inSE.exp.2,F1,Y,SE,13,1
F1inSE.exp.2,F1,Y,SE,19,1
F1inSE.exp.2,F1,Y,SE,22,1
F1inSE.exp.2,F1,Y,SE,22,1
F1inSE.exp.2,F1,Y,SE,24,1
F1inSE.exp.2,F1,Y,SE,24,1
F1inSE.exp.2,F1,Y,SE,24,1
F1inSE.exp.2,F1,Y,SE,28,1
F1inSE.exp.2,F1,Y,SE,28,1
F1inSE.exp.2,F1,Y,SE,28,1
F1inSE.exp.2,F1,Y,SE,28,1
F1inSE.exp.2,F1,Y,SE,28,1
F1inSE.exp.2,F1,Y,SE,28,1
F1inSE.exp.2,F1,Y,SE,31,1
F1inSE.exp.2,F1,Y,SE,31,1
F1inSE.exp.2,F1,Y,SE,33,1
F1inSE.exp.2,F1,Y,SE,33,0
F1inSE.exp.2,F1,Y,SE,33,0
F1inSE.exp.2,F1,Y,SE,34,1
F1inSE.exp.2,F1,Y,SE,35,1
F1inSE.exp.2,F1,Y,SE,41,1
F1inSE.exp.2,F1,Y,22,22,1
F1inSE.exp.2,F1,Y,22,24,1
F1inSE.exp.2,F1,Y,22,28,1
F1inSE.exp.2,F1,Y,22,31,1
F1inSE.exp.2,F1,Y,22,33,1
F1inSE.exp.2,F1,Y,22,33,1
F1inSE.exp.2,F1,Y,22,34,1
F1inSE.exp.2,F1,Y,22,34,1
F1inSE.exp.2,F1,Y,22,35,1
F1inSE.exp.2,F1,Y,22,37,1
F1inSE.exp.2,F1,Y,22,37,1
F1inSE.exp.2,F1,Y,22,38,1
F1inSE.exp.2,F1,Y,22,41,1
F1inSE.exp.2,F1,Y,22,41,1
F1inSE.exp.2,F1,Y,22,42,1
F1inSE.exp.2,F1,Y,22,44,1
F1inSE.exp.2,F1,Y,22,44,1
F1inSE.exp.2,F1,Y,22,44,1
F1inSE.exp.2,F1,Y,22,45,1
F1inSE.exp.2,F1,Y,22,48,1
F1inSE.exp.2,F1,Y,22,49,1
F1inSE.exp.2,F1,Y,22,51,1
F1inSE.exp.2,F1,Y,22,63,1
F1inSE.exp.2,F1,Y,18,8,1
F1inSE.exp.2,F1,Y,18,15,1
F1inSE.exp.2,F1,Y,18,24,1
F1inSE.exp.2,F1,Y,18,29,1
F1inSE.exp.2,F1,Y,18,37,1
F1inSE.exp.2,F1,Y,18,41,1
F1inSE.exp.2,F1,Y,18,43,1
F1inSE.exp.2,F1,Y,18,48,1
F1inSE.exp.2,F1,Y,18,49,1
F1inSE.exp.2,F1,Y,18,50,1
F1inSE.exp.2,F1,Y,18,51,1
F1inSE.exp.2,F1,Y,18,51,1
F1inSE.exp.2,F1,Y,18,52,1
F1inSE.exp.2,F1,Y,18,52,1
F1inSE.exp.2,F1,Y,18,55,1
F1inSE.exp.2,F1,Y,18,55,1
F1inSE.exp.2,F1,Y,18,57,1
F1inSE.exp.2,F1,Y,18,63,1
F1inSE.exp.2,F1,Y,18,63,1
F1inSE.exp.2,F1,Y,18,63,1
F1inSE.exp.2,F1,Y,18,66,1
F1inSE.exp.2,F1,Y,18,70,1
F1inSE.exp.2,F1,Y,18,80,1
